environment,algorithm,algorithm_id,horizon,seed,step,action,reward,instant_regret,cumulative_regret
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,1,0,1.0,0.49999999999999994,0.49999999999999994
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,2,1,1.0,0.0,0.49999999999999994
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,3,2,1.0,0.29999999999999993,0.7999999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,4,0,0.0,0.49999999999999994,1.2999999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,5,1,1.0,0.0,1.2999999999999998
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,6,2,1.0,0.29999999999999993,1.5999999999999996
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,7,1,1.0,0.0,1.5999999999999996
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,8,2,1.0,0.29999999999999993,1.8999999999999995
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,9,1,1.0,0.0,1.8999999999999995
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,10,2,1.0,0.29999999999999993,2.1999999999999993
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,11,1,0.0,0.0,2.1999999999999993
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,12,2,0.0,0.29999999999999993,2.499999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,13,0,1.0,0.49999999999999994,2.999999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,14,0,1.0,0.49999999999999994,3.499999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,15,0,0.0,0.49999999999999994,3.999999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,16,1,1.0,0.0,3.999999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,17,2,1.0,0.29999999999999993,4.299999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,18,1,1.0,0.0,4.299999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,19,2,0.0,0.29999999999999993,4.599999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,20,1,1.0,0.0,4.599999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,21,1,1.0,0.0,4.599999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,22,1,1.0,0.0,4.599999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,23,0,0.0,0.49999999999999994,5.099999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,24,1,1.0,0.0,5.099999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,25,1,1.0,0.0,5.099999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,26,2,1.0,0.29999999999999993,5.399999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,27,1,0.0,0.0,5.399999999999999
nonstationary_bernoulli,sliding_window_ucb,sw_w60,120,0,28,2,0.0,0.29999999999999993,5.699999999999998
